iter	MultiClass
171	0.3743558191
172	0.3731714302
173	0.3719799
174	0.3704077903
175	0.3690464993
176	0.3675057858
177	0.366388121
178	0.364675499
179	0.3630245477
180	0.3618888914
181	0.3603562918
182	0.3592235206
183	0.3584396289
184	0.3577182986
185	0.3566347838
186	0.3554412003
187	0.3545655292
188	0.3531200395
189	0.3524121286
190	0.3509206391
191	0.3497300365
192	0.3482198522
193	0.3467283194
194	0.3460532886
195	0.344504016
196	0.3431239189
197	0.3414551139
198	0.3404129348
199	0.3394804511
200	0.3389480945
201	0.3375612283
202	0.3358870781
203	0.3349883162
204	0.3339118522
205	0.3329513432
206	0.3314012223
207	0.3307255514
208	0.3294554125
209	0.328450668
210	0.3275050958
211	0.3266742305
212	0.3254643823
213	0.3246162993
214	0.3239930074
215	0.3233831471
216	0.3221647348
217	0.321567464
218	0.3207146024
219	0.319723424
220	0.3188028784
221	0.3173362812
222	0.3158232139
223	0.3149038741
224	0.3138868132
225	0.3131494858
226	0.3118656174
227	0.3110630154
228	0.3098421977
229	0.3086446785
230	0.3079196513
231	0.3069126513
232	0.3056506272
233	0.3048933196
234	0.3041564985
235	0.3032478108
236	0.3018317381
237	0.3008630756
238	0.299862195
239	0.2987253851
240	0.2979398349
241	0.2970190503
242	0.2960908805
243	0.2951449166
244	0.2940790475
245	0.2931497519
246	0.2923970214
247	0.2916242093
248	0.2907223681
249	0.2902478212
250	0.2898196269
251	0.2888676322
252	0.2883475668
253	0.2877543225
254	0.2869495757
255	0.285796036
256	0.2844168111
257	0.2836422686
258	0.2827157531
259	0.2820606698
260	0.2808428227
261	0.2798943199
262	0.2788449757
263	0.277737484
264	0.2770891371
265	0.2758493215
266	0.2754858804
267	0.2742842515
268	0.2734281192
269	0.2729033666
270	0.2725027928
271	0.2718089305
272	0.2707219835
273	0.2701304277
274	0.2695638189
275	0.2687107729
276	0.2677649992
277	0.2667244403
278	0.2658450266
279	0.2651030491
280	0.2643489165
281	0.2637012295
282	0.2632163684
283	0.2625233581
284	0.2618121851
285	0.2605673744
286	0.2599787512
287	0.2592794055
288	0.2585931291
289	0.2574709785
290	0.256927031
291	0.255798174
292	0.2549135986
293	0.254268319
294	0.2534645079
295	0.2524941992
296	0.2520359806
297	0.2515870334
298	0.2511712826
299	0.2502546573
300	0.2497023494
301	0.2486741196
302	0.2478265976
303	0.2475988276
304	0.2460520025
305	0.2454995581
306	0.2450128851
307	0.2442298726
308	0.2438750567
309	0.2432079045
310	0.242392184
311	0.2418296022
312	0.2413412191
313	0.2407669278
314	0.2396994534
315	0.2392767804
316	0.2386973694
317	0.2379723287
318	0.2372355008
319	0.2361246924
320	0.2353403276
321	0.2348627834
322	0.2343874016
323	0.2336406812
324	0.2330690404
325	0.2322633198
326	0.2315237969
327	0.2306694105
328	0.2300091572
329	0.2295555969
330	0.2288688209
331	0.2282523731
332	0.227589866
333	0.2268261475
334	0.2261275311
335	0.2257182515
336	0.2252521988
337	0.2240450614
338	0.2234230353
339	0.2222233407
340	0.2214948376
341	0.2210384752
342	0.2205311957
343	0.2201435827
344	0.2197820026
345	0.219281655
346	0.2188718706
347	0.2184788694
348	0.2179411875
349	0.2175413814
350	0.2170960458
351	0.2166512992
352	0.2162306358
353	0.2156765549
354	0.2150881154
355	0.2147166448
356	0.2142129257
357	0.2133712153
358	0.2127322351
359	0.2119021014
360	0.2113322007
361	0.2107158155
362	0.2104292653
363	0.2101533068
364	0.2097189054
365	0.2093098771
366	0.2089951123
367	0.2085650096
368	0.2079000222
369	0.2075715222
370	0.207230288
371	0.2068137548
372	0.2063498169
373	0.2059262878
374	0.2053396341
375	0.2048303011
376	0.2042243751
377	0.203283785
378	0.2027725794
379	0.2024970355
380	0.2019530491
381	0.2013342336
382	0.2006731923
383	0.2001448468
384	0.1995834337
385	0.1991268849
386	0.198626454
387	0.1983615124
388	0.198019619
389	0.1976447666
390	0.1969597123
391	0.1964385788
392	0.1961255228
393	0.1958407251
394	0.1954083119
395	0.1947694813
396	0.1942457549
397	0.1938512148
398	0.1933251455
399	0.1930138731
400	0.19256304
401	0.1922099813
402	0.1919300975
403	0.1916148399
404	0.1911845283
405	0.1909343754
406	0.1906713701
407	0.1902523755
408	0.1899743452
409	0.1896296528
410	0.1893250353
411	0.1886292158
412	0.1880780041
413	0.1877495853
414	0.1868489955
415	0.1865301303
416	0.1855607211
417	0.185197965
418	0.1848476357
419	0.1842887163
420	0.184050526
421	0.1836728677
422	0.1832893482
423	0.183090454
424	0.1825154475
425	0.1819914288
426	0.1815095057
427	0.1811792293
428	0.180887203
429	0.1805821849
430	0.1799871213
431	0.1795509775
432	0.1789551605
433	0.1784970029
434	0.1781462461
435	0.1776423046
436	0.1770255608
437	0.1767701486
438	0.1765111713
439	0.1761641081
440	0.1759351495
441	0.1757519687
442	0.1753896341
443	0.1751540384
444	0.1745838192
445	0.17427421
446	0.1738328397
447	0.1735454391
448	0.1731752361
449	0.1726783072
450	0.1724336876
451	0.1720245178
452	0.1715758304
453	0.1712673021
454	0.1709537166
455	0.1707728464
456	0.1705574977
457	0.1702530486
458	0.1698004649
459	0.1696186331
460	0.1693899643
461	0.1689559213
462	0.1686499612
463	0.1681312224
464	0.1677848174
465	0.1671221987
466	0.1666844767
467	0.1661052382
468	0.1658191957
469	0.1653480045
470	0.1648449904
471	0.1646238238
472	0.1640360362
473	0.1637284112
474	0.1634442479
475	0.1632007051
476	0.1630788907
477	0.1624203548
478	0.1620831302
479	0.1616763252
480	0.16131285
481	0.160841187
482	0.1605527275
483	0.1602473391
484	0.1598198811
485	0.1595354397
486	0.1590908147
487	0.1585797447
488	0.1582603716
489	0.1579245178
490	0.1574850855
491	0.1571046233
492	0.1567733652
493	0.1562832663
494	0.1558191603
495	0.1554473572
496	0.1551215609
497	0.1547663762
498	0.1545792039
499	0.1539245408
500	0.1537393248
501	0.1535577675
502	0.1532294505
503	0.1529664795
504	0.1525140753
505	0.152200032
506	0.151779034
507	0.1513368662
508	0.1508399368
509	0.1504815585
510	0.1503137252
511	0.1499318963
512	0.1494612134
513	0.1492213635
514	0.1489833569
515	0.1484993584
516	0.1483637809
517	0.1480987324
518	0.1478802109
519	0.1474522159
520	0.1468558741
521	0.1464370347
522	0.1460602742
523	0.1457589312
524	0.1455012792
525	0.145290428
526	0.1449072421
527	0.1445564532
528	0.1443257971
529	0.1439633009
530	0.1438010576
531	0.1435764205
532	0.1432670392
533	0.1429495397
534	0.1428313949
535	0.1425053117
536	0.1420886978
537	0.1418900616
538	0.1416364482
539	0.1415205127
540	0.1413689105
541	0.1412369653
542	0.1408422939
543	0.1404494654
544	0.1401945654
545	0.1399057792
546	0.1396619942
547	0.1393424232
548	0.1390699767
549	0.1387974475
550	0.1386322076
551	0.1383216496
552	0.1380772516
553	0.1378368641
554	0.137485394
555	0.1372169595
556	0.1369087943
557	0.1366414441
558	0.1363914221
559	0.1362375597
560	0.1359305536
561	0.1356993523
562	0.1353690103
563	0.1350639621
564	0.1348771674
565	0.1346048247
566	0.1342755587
567	0.1339724561
568	0.1336570909
569	0.1333290631
570	0.1329982574
571	0.1326319923
572	0.1323854946
573	0.1321993287
574	0.1320495425
575	0.1317686734
576	0.1313683602
577	0.1309539589
578	0.1306707435
579	0.1302879015
580	0.1300106996
581	0.1297556208
582	0.1295507057
583	0.129073624
584	0.1288676818
585	0.1285704136
586	0.128391535
587	0.1281196072
588	0.12785195
589	0.1277101724
590	0.1274820709
591	0.1272702121
592	0.1270809257
593	0.1268519807
594	0.1266238568
595	0.1264695574
596	0.1262047658
597	0.1260250408
598	0.1258577122
599	0.1256768804
600	0.125338766
601	0.1251536407
602	0.1249526752
603	0.1247291528
604	0.1246268142
605	0.1245103797
606	0.1241900524
607	0.1240355595
608	0.1237890875
609	0.1236936217
610	0.1236071352
611	0.1234143554
612	0.1232086066
613	0.122972851
614	0.1227331718
615	0.1224031203
616	0.1220373676
617	0.1218513898
618	0.1214827683
619	0.1212254165
620	0.1211205706
621	0.120786914
622	0.1203620284
623	0.1201366873
624	0.1199971274
625	0.119767233
626	0.1196015287
627	0.1193489369
628	0.1190343193
629	0.1188350449
630	0.1186558522
631	0.1182467626
632	0.1180645037
633	0.1177267388
634	0.1175528485
635	0.1173044229
636	0.1171137807
637	0.1168215125
638	0.1166422198
639	0.1165522913
640	0.1163680444
641	0.1160519166
642	0.1158643714
643	0.1156908308
644	0.115419809
645	0.115154291
646	0.1148974695
647	0.1145533032
648	0.1143488375
649	0.1140365633
650	0.113765403
651	0.1135318161
652	0.1133947496
653	0.1130283754
654	0.1127902085
655	0.1126029473
656	0.1123233769
657	0.1121032488
658	0.1118832741
659	0.1116080891
660	0.1113555907
661	0.1110954361
662	0.1108508295
663	0.1107004817
664	0.1104574354
665	0.1102657806
666	0.1100912143
667	0.1097716168
668	0.1096401444
669	0.1095510374
670	0.1093275606
671	0.1091883614
672	0.1090157099
673	0.1086670269
674	0.1085796592
675	0.1084036264
676	0.1081629247
677	0.107880757
678	0.1076366866
679	0.1072820457
680	0.1071290326
681	0.1068909362
682	0.1066564065
683	0.1063776372
684	0.1061467165
685	0.1059259643
686	0.1058258298
687	0.1054794717
688	0.1052068568
689	0.1049827365
690	0.104857508
691	0.1046248466
692	0.1045048054
693	0.1042684271
694	0.1040587757
695	0.1038723722
696	0.1037428327
697	0.103463953
698	0.1032892138
699	0.1030940839
700	0.1029256237
701	0.1026059205
702	0.1024718228
703	0.1023133141
704	0.1021307746
705	0.1019775488
706	0.1018909946
707	0.1017701386
708	0.1015900271
709	0.101420828
710	0.1011838504
711	0.1009520203
712	0.1007920472
713	0.1005479281
714	0.1004167461
715	0.1002358532
716	0.100165089
717	0.09994299278
718	0.09976997493
719	0.09959186319
720	0.09941596874
721	0.0992194032
722	0.09910218664
723	0.09894872003
724	0.09884940871
725	0.09873358657
726	0.09860308814
727	0.09835984888
728	0.09821233322
729	0.09808355152
730	0.09785972118
731	0.09774193746
732	0.09758491973
733	0.09744239801
734	0.09727093213
735	0.09703763341
736	0.09687320309
737	0.0967677796
738	0.09663820512
739	0.09655190671
740	0.09645788893
741	0.0962756863
742	0.09611341785
743	0.09591181423
744	0.09575378667
745	0.0955781582
746	0.09539056656
747	0.09526608174
748	0.09503394828
749	0.09487208459
750	0.09470146357
751	0.09449624533
752	0.09426609698
753	0.09409367079
754	0.0939735587
755	0.09380817439
756	0.0936520707
757	0.09343808339
758	0.09326884077
759	0.09314825787
760	0.09299690804
761	0.09286221507
762	0.09275998646
763	0.09269678636
764	0.0925766434
765	0.092421712
766	0.09231685792
767	0.09217712138
768	0.09211097342
769	0.09199350576
770	0.09183659555
771	0.09171123502
772	0.09150797056
773	0.09135111344
774	0.09124943248
775	0.09107909737
776	0.0908969037
777	0.09078764096
778	0.09062821487
779	0.09056090194
780	0.09035633246
781	0.09028647297
782	0.09014365404
783	0.0899715029
784	0.08981374266
785	0.08969274867
786	0.08957749512
787	0.08945405254
788	0.0893800645
789	0.08925576906
790	0.08917841327
791	0.08912751469
792	0.08902010338
793	0.08884282884
794	0.08868662138
795	0.08856612992
796	0.08841316698
797	0.08831265021
798	0.08822431441
799	0.08808854789
800	0.08791426927
801	0.08773601849
802	0.08756994626
803	0.08746934633
804	0.08736665545
805	0.0871785812
806	0.08699018285
807	0.08686336734
808	0.08671337219
809	0.08658827918
810	0.08644595108
811	0.08632997576
812	0.08622543317
813	0.08612310979
814	0.08597819184
815	0.08578005016
816	0.08559952627
817	0.0855196974
818	0.08539668213
819	0.08530335643
820	0.08523368684
821	0.0850958632
822	0.08486955433
823	0.08476975078
824	0.0846735887
825	0.08448280495
826	0.08439852744
827	0.08428305123
828	0.08415361195
829	0.08401675926
830	0.08395408738
831	0.08385095045
832	0.0837102523
833	0.08361467818
834	0.08348503856
835	0.08325999951
836	0.0831159155
837	0.0830756188
838	0.08290023831
839	0.08280020944
840	0.08270124181
841	0.08260578041
842	0.0825050776
843	0.08241025573
844	0.08234845397
845	0.0822597517
846	0.08216269939
847	0.08203531734
848	0.08196625388
849	0.08188560762
850	0.08177117536
851	0.08155059639
852	0.08135971549
853	0.08120477897
854	0.08103820731
855	0.0809286082
856	0.08083254324
857	0.08075510113
858	0.08060075064
859	0.08039276558
860	0.08029023643
861	0.08007686954
862	0.07997431218
863	0.07983754236
864	0.07978505195
865	0.07958713349
866	0.07944059926
867	0.07937727172
868	0.07924323996
869	0.07915792177
870	0.07907017176
871	0.07895760046
872	0.07883412179
873	0.07878584777
874	0.07867209389
875	0.07856272435
876	0.07848951703
877	0.07837672729
878	0.07828592965
879	0.07821983768
880	0.07815130826
881	0.07808573949
882	0.07800755258
883	0.07783560772
884	0.07771787114
885	0.07760355332
886	0.07752308543
887	0.0774504249
888	0.07738850004
889	0.077264882
890	0.07710130271
891	0.07699000076
892	0.07688372575
893	0.07680258364
894	0.07665088729
895	0.0764868726
896	0.07636761716
897	0.07630757046
898	0.07624300006
899	0.07614101329
900	0.07597787021
901	0.07582959115
902	0.07575868625
903	0.07568333007
904	0.07557568981
905	0.07544454774
906	0.0752675157
907	0.07514505174
908	0.07504797289
909	0.07492865249
910	0.07482421894
911	0.07472499995
912	0.07465176525
913	0.07460191744
914	0.07451792795
915	0.07438891916
916	0.07424416343
917	0.0741551046
918	0.07409058057
919	0.07393767189
920	0.07384951628
921	0.07378066883
922	0.0736979617
923	0.07358657531
924	0.07347444516
925	0.07336647498
926	0.07323078897
927	0.07308260028
928	0.07294867941
929	0.07277757131
930	0.07265913254
931	0.0725187727
932	0.07241101033
933	0.07231322056
934	0.07226273878
935	0.0721722823
936	0.07205595156
937	0.07195632838
938	0.07184260115
939	0.07172498892
940	0.07165047576
941	0.07155651556
942	0.07138866798
943	0.07130349692
944	0.07121010001
945	0.07111669014
946	0.07105302625
947	0.0709740937
948	0.0708393206
949	0.07075744646
950	0.07068060341
951	0.07059775073
952	0.07053098863
953	0.07047484249
954	0.07028906258
955	0.07019440454
956	0.07013584764
957	0.07003765223
958	0.06997962179
959	0.06990337591
960	0.06983614392
961	0.06971724183
962	0.06947119235
963	0.06936381489
964	0.06927061372
965	0.06916607327
966	0.06911019332
967	0.0690828236
968	0.0690158073
969	0.06892200168
970	0.06883675651
971	0.06877070639
972	0.06869849338
973	0.06854311931
974	0.06845536465
975	0.06838734627
976	0.06831057645
977	0.06819033144
978	0.06811952581
979	0.06802737742
980	0.06795910383
981	0.06782478618
982	0.06773000837
983	0.06768985888
984	0.06762633765
985	0.06748140224
986	0.06735258074
987	0.06726656843
988	0.06720871745
989	0.06712946905
990	0.0670695033
991	0.06702887289
992	0.06692696924
993	0.06684500408
994	0.06676694671
995	0.06669157982
996	0.06663192997
997	0.06654018494
998	0.06647464434
999	0.06639089714
